,title,sentiment
1455,"aho is proud of the company s new product , lordi cola .",1
1216,"incap corporation stock exchange announcement 29 april 2010 at 1 p.m. invitation to a news conference on incap s interim report q1 2010 incap will publish it interim report for january march 2010 on wednesday , 5 may 2010 .",1
432,this would be a huge process .,1
199,nokia siemens network ha struggled to make a profit in the past two year .,0
2303,passenger related revenue rose by 5.1 % to eur 460.8 mn from eur 438.5 mn in 2009 .,2
1730,kesko ww.kesko.fi is a finnish retail specialist whose store offer quality to the daily life of consumer through valued product and service at competitive price .,1
2175,it will combine and renew the content and functionality of the current system for funding and online service a well a their maintenance .,2
289,the total capital of fund managed by the bank decreased by 28 % to eur 284mn by the end of september 2008 .,0
246,return on capital employed roce wa a negative 2.3 % compared to 11.3 % in 2007 .,0
2312,1 november 2010 finnish textile and clothing company marimekko oyj hel mmo1v announced on friday the opening of it first concept store in seoul in cooperation with japanese sector player look inc tyo 8029 .,2
1947,"the decision of tekes wa based on , among other , the following ground the project ha a significant impact on the business development of the company .",1
765,"glaston s well known brand are bavelloni , in pre processing machine and tool , tamglass and uniglass , in safety glass machine and albat wirsam in software solution .",1
2360,the company s strength is it apetit brand .,2
443,"the board of director proposes to the shareholder meeting on 18 march 2010 that the company would pay dividend for the financial year january 1 december 31 , 2009 , eur 0.02 per share .",1
313,"at 1411 cet , arcelormittal had lost 7.26 % to eur 17.38 on euronext paris , coming at the lead of the blue chip faller .",0
761,"financialwire tm is a fully independent , proprietary news wire service .",1
1690,elcoteq se is listed on the nasdaq omx helsinki ltd. .,1
96,incap furniture is presently negotiating staff cut .,0
2825,"in the newly formed company yit stavo the local contact network , expertise and market know how of euro stavokonsult will be combined with yit s housing concept , said juha kostiainen , yit s vice president , corporate communication and business development .",2
2378,eps grew to 0.04 eur from 0.02 eur .,2
557,"after the sale , outokumpu s share of the technology unit will be reduced to some 12 20 percent .",1
1764,finnish fibre based material maker ahlstrom corp hel ahl1v said today it decided to close down it spunlace composite production line number 23 at chirnside plant in the uk by the end of march 2011 .,1
944,subject matter of the invention furthermore is the use of the cyclone for separating partly molten particle .,1
2488,"we have tailored our solution to meet solel s technical requirement , and the result is both cost effective manufacturing and highest quality reflector .",2
2771,finnish lifting equipment maker konecranes hel kcr1v said on 29 july 2009 it ha raised it stake in austrian manipulator maker ac konecranes to 80 % and bought german sector player knight europe .,2
2500,"however , biohit estimate it total net sale will continue to grow in 2009 , and that favourable trend in net sale will lead to a profit in 2009 .",2
1293,"ahlstrom corporation stock exchange release 13.02.2008 ahlstrom , a global leader in high performance fiber based material , today announced the completion of the acquisition of friend group inc. , which consists of west carrollton parchment company and west carrollton converting company .",1
1623,"the agreement , which will cover monitoring , maintenance , server capacity service and backup , ha a one year extension option .",1
104,"scanfil , a system supplier and contract manufacturer to the communication sector , will give notice to 20 productional employee , and temporarily lay off 15 employee at the company s plant in sievi , in finland .",0
2066,basware order matching automatically match purchase invoice with approved purchase order .,1
2592,"olvi , which control a 94 percent stake in ragutis through a. le coq , said in it annual report published earlier this year that the lithuanian brewery s sale reached 15.04 million euro last year , a rise of 20.4 percent from 12.49 million euro in 2004 .",2
1789,the service also enables user to watch e mail in html format en is enhanced with 23 addition language to choose from .,1
2333,"the priority for 2009 wa to strengthen the company s balance sheet and increase cash flow , ceo hannu krook said .",2
1868,in sweden the agreement cover data communication service a well .,1
1993,"the party have also agreed that l aennen tehtaat ha the right to sell the remaining share in suomen rehu to hankkija maatalous 15 month after the purchase of the majority holding , at the earliest .",1
2418,"under the agreement , tietoenator will provide blyk with extended application and business process management service and an it infrastructure .",2
1914,"the number of class a share remains unchanged at 9,526,089 share .",1
532,"affecto will provide a new efi data warehouse and reporting solution , behavioural scoring system supporting operational decision process and data migration from old legacy system to the new efi system .",1
2114,"this is a significant milestone for benefon , helping u to secure critical usp s for our personal navigation product roadmap for 2007 and beyond , commented simon button , chief technology officer at benefon .",2
226,sanoma news advertising sale decreased by 22 % during the year .,0
231,comparable operating profit decreased to eur 13.8 mn from eur 17.1 mn in the corresponding period in 2005 .,0
1302,incap corporation stock exchange release 4 may 2010 at 8.30 a.m. incap corporation s directed share issue wa subscribed in full the board of incap corporation ha approved the subscription of directed share issue .,1
251,"profit before tax wa eur 4.0 mn , down from eur 4.9 mn .",0
111,the first ship ha been delayed and is estimated to be completed in spring 2010 .,0
51,"tornio work employ 2,300 of whom more than 1,800 have been in the scope of the fixed period or part time temporary layoff in april october period .",0
1721,"the product range includes marinated olive , cold cut , and pate , for example .",1
1502,finnish automation solution developer cencorp corporation omx helsinki cnc1v reported on thursday 6 november an operating loss of eur1 .3 m on net sale of eur11 .9 m for the period january to september 2008 .,1
1885,"ahlstrom , headquartered in helsinki , finland , is a global leader in the development , manufacture and marketing of high performance fibre based material .",1
1997,it is hand painted resin with real 14 0 treble and is 75cm long by 25cm deep from top to bottom of the middle hook .,1
1204,"the polish business employ about 1,000 people , and it had net sale of about eur 70mn in 2007 .",1
2759,operating profit rose to eur2 .4 m from eur1 .6 m year earlier .,2
952,recently the company decided to build a second identical plant at the same site due to be commissioned toward the end of 2008 .,1
2252,latvenergo ha ordered a significant expansion to the tekla xpower network information system .,2
2748,"finnish it consultancy satama interactive oyj posted a net profit of 1.4 mln euro $ 2.0 mln for the first nine month of 2007 , compared to a net loss of 462,000 euro $ 664,000 for the same period of 2006 .",2
1179,nordea bank ha a large share and vast experience in the nordic credit card market .,1
1862,the credit cover approximately 70 % of the ship s price .,1
2901,"net income from life insurance rose to eur 16.5 mn from eur 14.0 mn , and net income from non life insurance to eur 22.6 mn from eur 15.2 mn in 2009 .",2
594,earnings per share eps in the first quarter amounted to a loss of eur0 .20 .,1
464,olli pekka laine ha been appointed a the chairman and erkki pehu lehtonen a the vice chairman of the board .,1
781,"the total value of the project is about eur53m , including the plot that will be transferred to atrium .",1
2342,"in the first nine month of 2010 , the company s net loss narrowed to eur 415,000 from eur 7.4 million for the corresponding period of 2009 .",2
568,the unit is planned to be operational during the second half of 2007 and in full stream in 2008 .,1
1317,"the 19,200 square metre technology center is located near university of tampere in central tampere .",1
1174,"the important thing now is to keep the bank s existing 15,000 customer .",1
2574,"a part of the transaction , m real and sappi have also signed a long term agreement on the supply of pulp and bctmp and other smaller service and supply .",2
511,"the contract , which wa signed yesterday , will run for five year and includes a two year extension option .",1
2665,that topped consensus forecast for earnings of 0.21 euro a share .,2
1461,a 2001 agreement expired earlier this month .,1
1644,"most of the growth in beer consumption took place in the far east , latin america and africa .",1
212,hobby hall s sale decrease 26 pct due to implementing a new information system that involved changing in the principal of posting sale .,0
12,"paper stock were among the biggest faller , with stora enso down 2.30 pct to 14.01 eur , m real down 2.86 pct to 5.09 eur and upm kymmene 1.14 pct lower at 19.10 eur .",0
2293,"finnish silicon wafer technology company okmetic oyj omx helsinki okm1v reported on thursday 7 august an operating profit of eur5 .3 m for the period january june 2008 , up from eur3 .3 m in the corresponding period in 2007 .",2
422,in 2005 cargotec s net sale exceeded eur 2.3 billion .,1
2898,sale have risen in other export market .,2
2551,"md henning bahr of stockmann gruppen praise the trend , since the chain become stronger and their decision making process more clear .",2
2358,"we aim to ensure that vacon is in good shape when capital expenditure start to pick up again , comment vacon plc president and ceo vesa laisi .",2
1983,the contract involves refurbishing the bathroom of 189 unit a well a re plumbing their water and sewer pipe .,1
2847,"bg ad , bulgaria s leading internet company .",2
509,the front surface of these valve plate are directed towards each other .,1
1133,"a worm set to activate friday will corrupt document using the most common file type , including .",1
565,the commission said the hydrogen peroxide and pb market wa worth about 470 million euro in 2000 .,1
2555,"based on strong customer interest and feedback , using rpm mobile phone manufacturer , operator , enterprise and developer forum can significantly increase their product and service quality , user experience and cost efficiency , tulonen continues .",2
518,"the new facility , to be known a technopolis pulkovo , will introduce to the russian market an entirely new concept of creating , operating and growing a commercially funded science and technology park to support the growth of knowledge intensive company .",1
1023,"delivery are to start later in 2010 , and the volume will increase in the year 2011 2012 .",1
986,rapala vmc corporation rapala is a finland based company engaged in the manufacture and distribution of fishing equipment and accessory .,1
1804,this beauty is an updated version of her chichi loop shade launched in 2001 .,1
1044,change to the a built model from the design were communicated to the subcontractor to accommodate them into the steel and grc fabrication process .,1
2005,"m real corporation stock exchange release 27 august 2009 at 3.15 pm m real ha received the eur 190 million cash payment from sappi m real corporation , a part of mets aeliitto group , divested it graphic paper business to sappi limited at the end of 2008 for eur 750 million .",1
1703,get midnighttrader in realtime this report is delayed .,1
2566,"we love activision s fresh , colorful approach to rapala we fish , said kelly brockpahler , rapala .",2
845,oriola kd is a spin off of finnish pharmaceutical group orion oyj s wholesale division .,1
2814,"operating profit wa eur 139.7 mn , up 23 % from eur 113.8 mn .",2
358,"adpnews aug 3 , 2009 finnish medium group ilkka yhtyma oyj hel ilk2s said today it net profit fell 45 % on the year to eur 5.9 million usd 8.4 m in the first half of 2009 .",0
1374,the full midnighttrader extended hour trading analysis and news service is available in real time through comtex .,1
259,"in q1 of 2009 , the company s result before tax from continuing operation , excluding non recurring item , totalled eur 0.4 mn , compared to eur 0.1 mn in the corresponding period in 2008 .",0
651,"the total value of the order , placed by aspo marine transportation subsidiary esl shipping oy , is eur 60 million usd 77.5 m .",1
2313,operating profit rose to eur 4.7 mn from eur 4.6 mn .,2
2116,"we are very pleased to be working with fujitsu and ntt docomo to advance the progress of lte , said juergen walter , head of converged core , nokia siemens network .",2
1413,"the test , conducted at nokia siemens lte center of competence in espoo , finland , follow the company s production start of lte ready flexi multiradio base station for the 800 mhz band in april 2010 , and complement earlier test with nokia on the 2100 mhz and 2600 mhz band .",1
2328,rautaruukki corporation stock exchange release 3 december 2009 at 12 noon ruukki s construction and engineering division are to further improve and adjust their operation in finland .,2
802,finnish paper maker upm kymmene corp. on monday announced the sale of it wrapping unit walki wisa to the capman investment group in a move to further concentrate on it core business .,1
1561,a comprehensive range of cut to length and slitting service will allow ruukki in particular to serve light engineering customer who relocate their production to the st. petersburg area .,1
2505,finnish metal product company componenta oyj net profit rose to 26.1 mln euro $ 35.9 mln for the first quarter of 2007 from 5.3 mln euro $ 7.3 mln for the same period of 2006 .,2
2627,financing of aspocomp s growth aspocomp is aggressively pursuing it growth strategy by increasingly focusing on technologically more demanding hdi printed circuit board pcbs .,2
2245,this is the second successful effort for the financial investor this year .,2
456,the handset maker did not disclose any financial detail .,1
462,share repurchase 11.01.2008 in the helsinki stock exchange on behalf of sampo plc danske bank a s helsinki branch,1
2209,"by combining it existing solution into a single platform , comptel said that it ha reduced the cost of deployment .",2
1195,"a in august 2007 , latvijas finieris ordered all production line for a new green veneer mill to be built in ukmerge , central lithuania .",1
381,her last position in nokia siemens network wa head of business human resource nsn global it .,1
790,all are welcome .,1
2064,cameco typically price sale contract using a 40 60 ratio of fixed price and spot price .,1
736,m real will start statutory employer employee negotiation at the aenekoski board mill that concern about 130 people .,1
729,all amer sport company develop and manufacture technically advanced product that improve the performance of active sport participant .,1
1283,"elisa corporation , headquartered in helsinki , is a finnish telecomms company offering private and corporate customer a comprehensive range of telecomms service .",1
744,"when the omx market forward mature on may 16 , 2008 , novator finland oy s direct shareholding in amer sport corporation will exceed one fifth 1 5 of the company s share and voting right .",1
1177,"crucially , the decision to use etsi european telecommunication standard institute backed dvb h add to the growing list of operator and equipment manufacturer opting for the standard see global 20 january 2006 competing technology vie for mobile tv .",1
2414,"austin , texas , sept. 6 texas department of transportation award contract for teleste video compression and distribution equipment .",2
2692,clothing chain sepp ael ae s net sale increased by 7.0 % to eur 30.8 mn .,2
2280,"key shareholder of finnish it service provider tietoenator oyj on friday rejected a hostile eur1 .08 billion $ 1.67 billion offer from buyout shop nordic capital , giving new life to a possible counter offer from blackstone group lp and norwegian telecom telenor asa .",2
2444,"installation of the automatic varnishing line is an important part of the company s strategy in the region of central and eastern europe , said jozef misurec , the director of ruukki slovakia .",2
2185,"we warmly welcome him to satama , state jussi lansio , chairman of the board .",2
542,"city24 user can search for home and property in all area where city24 is active , even outside their own country .",1
2611,"finnish pulp and paper machinery maker vaahto group oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005 06 , ended august 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004 05 .",2
2753,those will be partially offset by a 186 mln eur gain on the sale of it celbi pulp plant in portugal .,2
1173,the subscription period of amer sport 2002 warrant scheme will end on 31 december 2007 .,1
2340,"savon koulutuskuntayhtyma , finland based company ha awarded contract for specialist agricultural or forestry machinery .",2
1241,"pa , jpmorgan chase and co nyse jpm and pohjoa bank are joint lead manager on the senior , unsecured deal .",1
2043,"the business ha sale of about euro 35 million $ 44million , and ha been responsible for sale and marketing of lanxess s paper chemical business , which kemira bought for euro 88 million early this year cw , jan. 11 , p. 22 .",1
2800,"the agreement will provide the switch with double the converter capacity , whilst opening up further manufacturing location in china .",2
2250,olvi ha posted a strong set of figure for the first six month of this year .,2
2479,"the company booked april june new order worth 949 mln eur , compared with 786 mln eur in the same period a year ago .",2
1551,ingen is an established medical device manufacturer with an emerging new medical product line for the respiratory market worth an estimated $ 4 billion in the u.s. and $ 8 billion globally .,1
2620,"consumer product manufacturer fiskars corp. will open a distribution and warehouse center in southaven , creating 100 job .",2
435,the net sale of healthcare trade business in 2009 were eur 145.1 million eur 155.2 million and operating profit eur 8.9 million eur 7.9 million .,1
677,"rautalinko wa resposnible also for mobility service , and his job in this division will be continued by marek hintze .",1
237,"most of the permanent layoff will be in the plywood and sawn timber sector of the finnish company s operation at several domestic mill , where earlier this year it temporarily laid off some 1,200 worker to save cost .",0
1309,altimo previously agreed a similar deal with telenor to merge their stake in vimpelcom and kyivstar gsm .,1
109,the group s order portfolio decreased from eur 42.9 mn in 9 2007 to eur 33.3 mn in 2 2008 .,0
1913,scanfil holding include 100 % of contract electronics manufacturer scanfil em group .,1
163,"operating result , excluding one off item , totaled eur 9.1 mn compared to eur 10.6 mn in continuing operation , excluding one off item in 2004 .",0
2054,and ogden reportedly will shell out $ 4.2 million .,1
252,"finnish electronics manufacturing service em company elcoteq se posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .",0
1873,"the company operates a u.s. division in lisle , ill. .",1
2858,"finnish silicon wafer technology company okmetic oyj omx helsinki okm1v reported on thursday 30 october an operating profit of eur7 .4 m for january september 2008 , up from eur6 .1 m in the corresponding period in 2007 .",2
1511,a an overall effect of the above mentioned measure glaston will recognize non recurring expense of eur 12 million in the fourth quarter of 2008 .,1
2501,"after the takeover , cramo will become the second largest rental service provider in the latvian market .",2
2228,m real s sale are expected to have increased by 4 % year on year to eur609m in the second quarter of 2010 .,2
2151,a euro 4.8 million investment in 13.6 % of lewa netted deutsche beteiligungs euro 21 million .,2
2843,"pearl plaza llc , the joint venture of srv and shanghai industrial investment holding co ltd , ha concluded the investment decision on construction of the first phase of the shopping center in saint petersburg , russia .",2
2562,"nyrstar ha also agreed to supply to talvivaara up to 150,000 tonne of sulphuric acid per annum for use in talvivaara s leaching process during the period of supply of the zinc in concentrate .",2
976,"the cooperation will involve arena partner buying a 35 % share of the new joint venture company , operating in alma medium s home sale , vehicle and consumer advertising marketplace business .",1
2337,"it rose by 15.7 % and by 24.8 % in finland and abroad , respectively , to eur 7 million and eur 4.2 million , due to a 40 % growth in russia .",2
1125,"professional and consumer application include personal navigation , personal safety , field and workflow management , and asset tracking .",1
678,registration is required .,1
2320,"several growth initiative in the chosen geographic area are already ongoing , it continued , noting lindex opened it first store in the czech republic this autumn in brno .",2
461,he is a chartered accountant in british columbia and alberta a well a a certified public accountant in washington state .,1
1399,the initial estimated total value wa 1744900 eur and the final award value wa 1744900 eur .,1
157,"cash flow after investment amounted to eur45m , down from eur46m .",0
1771,"finnish software company qpr software plc omx helsinki qpr1v reported on thursday 23 october an operating profit of eur63 ,000 on net sale of eur1 .5 m for the third quarter 2008 .",1
1228,the fuel purchase contract have been signed with three month delivery from this september to november .,1
1820,genvec is a biopharmaceutical company developing novel therapeutic drug and vaccine .,1
900,"according to finnish scanfil s founder and chairman of the board , jorma j. takanen , the company ha to look for growth abroad .",1
238,"thanks to the internet , consumer compare product more than previously and finnish company are not competitive .",0
2339,sale rose to 300.9 mln eur compared with last year s 276.1 mln eur and in line with 299 mln eur consensus figure .,2
978,qpr processguide is available a a system solution with centralized storage and management of process content a well a a standalone desktop version qpr processguide xpress .,1
1829,"thanks to my nokia and lulu , i am now proud to be a published his novel can be found here .",1
100,"metso foundry jyvaskyla , inc. will begin personnel negotiation on temporary lay offs and personnel reduction in jyvaskyla , finland .",0
315,"we cut our frequency to new york last year , which explains the fall , he said .",0
2210,the acquisition of boomeranger boat oy is in line with the done solution strategy of developing it business through company acquisition .,2
867,the company said that it ha agreed to a eur160m unsecured credit line from lender .,1
2099,finnish software developer done solution oyj said it net profit increased to 3.5 mln euro $ 4.6 mln in 2006 from 2.3 mln euro $ 3.0 mln in 2005 .,2
764,group net sale in the third quarter of 2007 totaled eur 142.3 mn and operating profit eur 4.3 mn .,1
261,"net cash flow from operating activity wa a negative eur 3.1 mn , compared to eur 23.3 mn in the corresponding period in 2009 .",0
2589,"finnish suominen corporation that specialises in wet wipe , nonwovens , and flexible packaging report net sale of eur 44.1 mn in the second quarter of 2010 , up from eur 43.3 mn in the second quarter of 2009 .",2
2406,the economic occupancy rate of sponda s property portfolio rose to 91.2 % from 88.8 % in 2006 .,2
1941,"currently , the company us eight similar reach stacker and four empty container handler by konecranes .",1
1452,"after the signing , the total amount of aspo s revolving credit facility agreement is eur 50 million , which replaces the formerly valid agreement of eur 80 million .",1
179,"the dollar fell , though , against the pound and the yen .",0
2736,biohit already service many current genesis customer and the customer base is expected to expand a a result of this agreement .,2
2275,finnish pharmaceutical company orion s net sale rose to eur 190mn in the first quarter of 2009 from eur 180mn in the first quarter of 2008 .,2
2549,"fiskars ha a strong portfolio of international brand , which include fiskars , iittala , gerber , silva and buster .",2
1798,it will report full year result on august 22 .,1
2284,"29 september , 2010 finnish waste management and recycling company lassila tikanoja expands it operation in russia by introducing it recently completed recycling plant in the city of dubna near moscow .",2
480,"the handset also feature a medium bar for quick access to favorite medium and application , including music , photo , youtube or ovi share .",1
1005,the ipad application join the iphone app a part of monster s range of mobile application for job hunting .,1
2354,"operating profit totalled eur 7.0 mn , up from a loss of eur 4.0 mn in the second quarter of 2009 .",2
1928,"previously , grimaldi held a 46.43 pct stake in the finnish company following the takeover bid launched in november 2006 .",1
1037,"tekla s defense business employ over 20 person and is located in espoo , finland .",1
903,"may 29 , 2010 delivered by newstex this report provides key data and information on the meat , fish and poultry market in finland .",1
2334,diluted earnings per share eps rose to eur 0.29 from eur 0.05 .,2
1577,net sale in 2008 are expected to be on the same level a in 2007 .,1
1702,net sale of the lehdentekijat unit wa approximately eur 14 million in 2007 and it had 70 employee .,1
897,"guangdong , october 26 , sinocast nokia telecommunication dongguan branch entered into a letter of intent to open a nokia class in qingyuan polytechnic , qingyuan city of guangdong province .",1
1769,"janno reiljan , a member of the eesti energia supervisory board , said the owner of narva power grid had informed eesti energia about their wish to sell .",1
2357,"net interest income totaled eur 15.9 mn , compared to eur 15.6 mn a year earlier .",2
2872,"upm s delivery increased during the third quarter by 4 percent , and the efficiency of operation improved , chief executive jussi pesonen said .",2
2786,the effect of the saving will be noticeable a of the beginning of 2010 .,2
247,device volume in the area decreased by 21 % to 2.7 mn unit .,0
685,marketing will use tikkurila s existing infra structure and local knowledge in russia .,1
1032,"compagnie de financement foncier is to issue a benchmark , 10 year covered deal in euro .",1
2029,the company also equipped the sculptural complex rabochy i kolkhoznitsa a worker and a collective farmer in moscow with snow melting system .,1
1912,"in addition , nine fixed term employment contract will not be extended and two people will leave the company under pension arrangement .",1
347,"operating profit totaled eur 3.8 mn , down from eur 4.5 mn in the corresponding period in 2005 .",0
999,the total investment in 2006 and 2007 is expected to amount to about eur75m .,1
2420,"suominen corporation estimate that the cost cutting program that started in autumn 2005 , higher sale price , and expected growth in volume of wet wipe , will make the company s operation more profitable .",2
2626,"to our member and partner , the use of it will mostly be apparent in the increased efficiency of the result service , observes perttu puro from tradeka .",2
1117,"the size of the extension , 18.5 % of which already ha been let , will have a gross area of about 2,830 sq m 30,460 sq ft .",1
691,the most significant challenger in the market are logset and sampo rosenlew .,1
2554,"sale vat inclusive expanded by 19 percent , to 351 million euro .",2
842,teleste bk optiflex amplifier product will be used in ongoing capacity upgrade of kdg s network to bi directionality .,1
2033,antniemi refuted a report by the finnish daily turun sanomat a if the company wa reorganizing it operation in the baltic country .,1
1456,"garmin fell 4.5 percent to $ 34.53 at 1 33 p.m. in new york , while google slid 0.7 percent at $ 576.50 .",1
445,to raise consumer awareness and encourage people to recycle their old mobile device nokia run regular recycling campaign around the world .,1
617,"the equipment will be made at vaahto s plant in hollola in finland , and delivery is scheduled for the first quarter of 2009 .",1
1235,"on 25 august 2009 , sampo s stake in nordea wa 19.45 % .",1
2659,"earnings per share eps amounted to eur0 .98 , up from the loss of eur0 .02 .",2
1748,teleste ha some 30 office worldwide and is listed on the nordic exchange in helsinki .,1
1957,"the development of the technological park , which will specialize in telecommunication and information technology , is part of the state program for the formation of technoparks for hi tech sector in russia .",1
1448,"also , a seven year historic analysis is provided for these market .",1
2465,commission income rose by 25.7 % to eur 16.1 mn from eur 12.8 mn in 2004 .,2
547,"the mall is part of the baltic pearl development project in the city of st petersburg , where baltic pearl cjsc , a subsidiary of shanghai foreign joint investment company , is developing home for 35,000 people .",1
1640,the authorization is in force for a period of 18 month from the resolution by the general meeting .,1
2648,"at first the contract envisaged the construction of three ferryboat with an option for two more unit , further confirmed at a total value of 500 mln euro $ 645.8 mln .",2
263,"the period end cash and cash equivalent totaled eur6 .5 m , compared to eur10 .5 m in the previous year .",0
1149,eur 220 million of the transaction consideration wa paid in the form of four year interest bearing vendor note .,1
2473,the growth of net sale in the first half of 2008 ha been 28 % compared with the first half of 2007 .,2
353,17 march 2011 goldman sachs estimate that there are negative prospect for the norwegian mobile operation of norway s telenor asa osl tel and sweden s teliasonera ab sto tlsn in the short term .,0
208,"when the web user click on the link contained in the mail , he find himself on a bogus site that imitates that of his bank , and which retrieves his personal banking data .",0
1874,"the composite body is coated with a hard coating layer produced by thermal spraying , and the coating is ground .",1
772,activity range from the development of natural resource to the retailed marketing of finished product .,1
1385,"no compensation for it news , opinion or distribution .",1
1621,"the authorisation is in force until the end of the next annual general meeting and repeal the authorisation to acquire own share given by the general meeting held on april 4 , 2007 .",1
1391,"a total six of the polled analyst rated m real two gave buy accumulate , three gave hold and only one gave sell .",1
57,rival say qualcomm ha fewer patent on 3g phone than on earlier version and should lower it rate .,0
1425,"following the issue , the number of share in the swedish company will grow by 9 % .",1
2115,by separating side business we will be able to faster expand and develop tapro retail network .,2
561,"so far the company ha awarded more than $ 350,000 worth of tool and material .",1
229,finnlines estimated in it annual general meeting that 2008 will be financially a tough year due to large investment .,0
1593,fiskars will be undertaking community project throughout the uk and they are also on the lookout for local volunteer who are interested in helping out with the selected restoration project .,1
2069,"the business unit of the investlesprom group cover the full forest industry chain , and the group owns forest , sawmill , paper and pulp mill , and other processing plant .",1
1932,the finnish company ha also reached arrangement regarding the working hour and annual holiday .,1
2106,the aim is an annual improvement in ruukki construction s operating profit of more than eur 3 million usd 4.1 m starting in 2009 .,2
1057,the order is included in metso s fourth quarter 2007 order backlog .,1
1624,rihko said the sale will enable the company to concentrate on it grain based business .,1
2170,we are now in a position to pursue novel clinical candidate going forward .,2
424,microsoft last week also issued the first patch for the window 7 operating system beta it had released day earlier .,1
69,"the omx helsinki 25 ended 0.47 pct lower at 3,150.55 and the omx helsinki wa down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",0
1103,"h1 08 h1 07 q2 08 q2 07 in mln euro , unless otherwise stated net sale 386 328.6 201 160.7 operating profit 46.3 35.8 23.2 9.5 pre tax profit 33.6 26.9 18.7 5.1 net profit 25.1 25.4 14 4.0 eps in euro 2.20 2.36 1.24 0.38 1.0 euro $ 1.60 ponenta.com",1
2525,"both operating profit and net sale for the 12 month period increased , respectively from eur4 .7 m and eur26 .7 m , a compared to 2004 .",2
1559,"cent the profile contains business operation , the company history , major product and service , prospect , key competitor , structure and key employee , location and subsidiary .",1
2494,"tieto offer aktia a good foundation and the required support service for implementing the update project , say juha volotinen , responsible for aktia s web service .",2
1089,it also ha potential client in the growing environmental and recycling technology sector .,1
2703,sale of security and system packaging increased slightly .,2
620,export account for about one tenth of the company s annual turnover of one billion kroon .,1
2889,"press release 9 october 2009 ruukki ha signed a contract to deliver and install the steel structure for a bridge over the kyronsalmi strait in savonlinna , finland .",2
1102,an android app will be coming soon .,1
1898,the project also implies an underground parking lot for 56 vehicle .,1
858,"componenta ha production line for similar sized product at karkkila in finland , at weert in the netherlands and at orhangazi in turkey , and these had a combined output of approximately 100,000 tonne and net sale of eur 135 million in 2007 .",1
2867,7 march 2011 finnish it company digia oyj hel dig1v announced today an agreement with mobile phone major nokia oyj hel nok1v to acquire the commercial licensing and service business related to nokia s qt technology .,2
1106,he said it is for sale again and we will be actively marketing it .,1
746,"in finland , the launch of tie in sale of 3g mobile phone did not cause a dramatic rush in mobile retail outlet during the first few day .",1
1894,the company operates power plant in the tyumen and chelyabinsk region and in the khanty mansi autonomous district .,1
1289,r d loan .,1
279,"operating margin , however , slipped to 14.4 % from 15.1 % , dragged down by a poor performance in enterprise solution .",0
2302,residentialconstruction in particular ha picked up in several market .,2
1094,4 complete name of the shareholder otto henrik bernhard nyberg 5 further information the amount of share now transferred corresponds to 5.68 % of the total number of share in aspo plc . .,1
1578,"on 20 march 2006 , stora enso refused to comment the news in any way .",1
1525,the extracted filtrate are very high in clarity while the dried filter cake meet required transport moisture limit tmls for their ore grade .,1
1962,"the company s profit totaled l 134,700 .",1
2206,the company expects it net sale in the first half of 2008 to reach the previous year s level .,2
596,why put up costly cell phone tower in thinly populated area when a few balloon would do,1
787,pohjola and cooperative bank have continued to combine their branch office network .,1
2811,satama earned data management solution competency with business intelligence specialization recentlyvia the acquisition of fimentor oy .,2
2630,"according to ceo matti karppinen , frozen food posted a good result in 2010 , a it did in 2009 .",2
440,the company will issue an inaugural eurobond deal in the near future subject to market condition .,1
508,performance is based on value and sustainability .,1
76,"operating profit excluding non recurring item decreased to eur 6.2 mn from eur 16.8 mn in 2007 , representing 2.3 % of net sale .",0
1763,danske bank is denmark s largest bank with 3.5 million customer .,1
649,"rohwedder group is an automotive supply , telecommunication and electronics industry provider for customer in europe , north america and asia .",1
522,managing director timo kohtam aeki of lemmink aeinen infra nevertheless point out the continued need for infrastructure construction in the baltic market .,1
1377,net sale are expected to remain on the same level a in 2007 .,1
874,we are pleased to invite you to join m real s international conference call at 3 00 p.m. eet .,1
2678,"the transaction double tecnomens workforse , and add a fourth to their net sale .",2
2243,"cash flow from operation totalled eur 2.71 mn , compared to a negative eur 0.83 mn in the corresponding period in 2008 .",2
1427,"pc digital guatemala ha been using tecnomen s prepaid system in telgua fixed network a well a code division multiple access , or cdma , and global system for mobile communication , or gsm , since 2003 .",1
1099,"the outsourced scan and capture solution transfer paper invoice into electronic format , and basware business transaction service allows the customer to receive and send invoice in an electronic format .",1
2863,the loss for the third quarter of 2007 wa eur 0.3 mn smaller than the loss of the second quarter of 2007 .,2
630,"honkarakenne also decided yesterday to sell 88,500 of it b series share to key staff member for eur 2.90 per share .",1
2865,finnish business software group affectogenimap oyj said it had signed an agreement to acquire all the share in swedish sector company intellibis ab for 12 mln euro $ 15.8 mln on a debt free basis .,2
1397,a a part of the agreement 10 employee from the john deere forestry documentation function will transfer to dokumentori oy .,1
785,the company pledged that the new software would render e mail and other document much a they appear on desktop computer .,1
482,finnish rautaruukki is selling it precision tube and automotive component processing unit carl froh in germany to german arques industry .,1
