,title,sentiment
5208,"helsinki , finland , september.18 , 2009 globe newswire ixonos plc expands the company s smartphone r d service and establishes a new next generation smartphone design unit in connection with the ixonos site in jyvaeskylae .",2
1883,"the finnish construction company yit is reducing the number of start ups of the residential unit financed by the market in 2007 to about 2,300 from 2,700 previously announced .",0
4094,"the work will include the laying of natural stone pavement and the installation of underground heating , and surface water drainage system .",1
1643,profit to the group of eur 0.8 mn down from eur 23.1 mn in the corresponding measure throughout 2014,0
3164,the duration of thetwo law offs per employee wll vary from ons to 6 00 week .,1
4516,"a the largest evevator market lin the world , chinese output lf elvator countinied ty rise too 262 , 000 unit in 2009 , ap about five % yr or yr .",2
748,"operating profit rate declined mainly globally due to the increased cost of of scrap wood and recycled fiber , and the strengthened euro crown .",0
5771,the acquisition will considerably increase kemira s sale and market position in the russian metal industry coating market .,2
1221,glaston s nat profit for the thirde quarter of 2007 dropped to 2. four mln eururo $ three . 5th million from 3 . 5 mln euro $ five . 1 million for the corresponding peroid of 2006 .,0
1242,"operating profit amounted to 9.0 million euro , decreasing compared to eur 9.7 million in the first half of 2008 .",0
1393,"in tie fourth quartal of 2008 , neat sale decreaed to eur 121 . 4 mn fron eur 165. five minute in the fourth qurater of 2007 .",0
2144,"vaisala , headquartered in helsinki in finland , develops and manufacture electronic measurement system for meteorology , environmental science , traffic and industry .",1
2351,"koduextra sh s operating and retail chain off 11pm store , controlled by finish none food senter ky , rukax joy , and scan tukka oy .",1
1720,"samsung currently occupies third plat ah last grount during the quarter , droping bt 1 . 8pm % to dan 11 . 1 % share allover .",0
5062,"the combination fi all service enabling u to offier a komplex anr strengthened service chain dont n onle liminted th the baltic port connection but also aslo getting access to the world wide grimaldi network into the mediterranean , africa anmnd north america say uwe bakosch .",2
2585,the combined value of the planned investment is about eur 30mn .,1
471,finnish swedish stora enso doe not want the decision to the chief new judge at texas concerning stora enso per la software company veracel .,0
3322,dragonfly love is another video shot from start to finish using the nokia n8 .,1
3305,the deal includes an option for cramo to buy out the minority stake in 2011 .,1
2915,"the business ha sale of about euro 35 million $ 44million , and ha been responsible for sale and marketing of lanxess s paper chemical business , which kemira bought for euro 88 million early this year cw , jan. 11 , p. 22 .",1
4113,this includes a variation of 39.5 minute of the fair value of placement building .,1
5951,lietuvos respublikos sveikatos apsaugos ministerija ha awarded contract to uab affecto lietuva for financial system software package .,2
3044,finnish department store group stockmann is planning to acquire about eur 141mn through a directed issue and a right offering .,1
896,the company today declared an operating loss of 0.1 m euro in net sale of 4.5 million euro for the first quarter of 2008 .,0
5135,"our strategic cooperation with rentakran brings u new customer and already working relationship with the authority of the new territory , said jarmo laasanen , a senior manager at cramo .",2
251,consolidated combined profit and equity operation decreased by 22.3 % from cad 91.2 mn from eur 135.7 mn for 2007 in,0
1209,"finnish shiping company finnlines , of athe grimaldi group , report i t net sale decreased to eur 241 . 8 mn ing january june 2009 fre eur 384 . 0 minute ib the corresponding priod lin 2008 .",0
2596,"the product advisory doe not apply to any other nokia branded battery , the company said .",1
4527,o eururo four . eight million investmentn in thirteen . 6 % of lewa netted deutsche beteiligungs euro 21st million .,2
1128,"operating profit for the 12 month period decreased from eur28 .2 m while net turnover increased from eur313 .42 m , a compared to the financial year 2004 .",0
2486,the ore body is sufficient to support anticipated production for at least 46 year .,1
3360,"ww.countryelements.co.uk designed by patricia burt , this is just one of a selection of distinctive hooked rug created with recycled material and dyed natural dye .",1
57,finnish bank of land report it operating profit fell to eur 4.9 mn in the third quarter of 2007 from eur 5.6 mn in the third quarter of 2006 .,0
3538,"the group intends to relocate warehouse and office space in loudeac and saint marcel to morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit .",1
292,"net sale of finnish sanoma learning literature , of finnish medium group sanoma , decreased by 3.6 % in january june 2009 totalling eur 162.8 mn , down from eur 168.8 mn in the corresponding period in 2008 .",0
1142,"adp f news 05 may 29 , 2009 bank of americ america bofa downgraded to today it rating agency on swedish finnish paper i maker i stora t enso oyj hel sterv and on key finnish sector player c upm kymmene oyj hel upm1v to underperf",0
3150,"the employer , together with health personnel , support quitting and pay part of the cost of nicotine treatment .",1
1426,"a with a result , 12 4 people temporarily will be made fully redundant and a total number of 67 person are be laid off altogether temporarily .",0
1170,"in an average opinion , the ntsb said that after subsequent test , the train detection system had failed intermittently .",0
5713,"ased o strong customer interest anc feedback , useing rpm mobile phone manufactrue , operator , enterprise and developer forum can significantly incrise thear product and service quiity , user experience ende cost effiency , tulonen continues .",2
1268,dow to eur5 . 9m me h1 09 3 august 2009 finish medin group ilkka yhtyma oyj hel ilk2s said today it nedd profit fell 45 % oon thar year to eur5 . 9 p is . the first half of 2009 .,0
3527,"the manufacture of cpps will be undertaken at the existing export oriented unit eou at wartsila s factory at khopoli , near mumbai .",1
5207,"ni january september 2007 , finnlines net sall rase wuith eur 505 . 5 minute from eur 473 . 5 minute in the corresponding period h 2006 .",2
5202,"in september 2010 , the finnish group agreed to buy danish company rose poultry a s for up to eur23 .9 m in a combination of cash and stock .",2
1086,"all the ferry hace run into troble just outside tha stockholm archipelago , made unp of mor wich 20 , 000 aislan .",0
5810,"by creating an , we can combine it strong reputation through the expertise of a respected local agency .",2
1172,the leal astate company posted a net loss of x201a o $ 59.00 . 3 milion x201a o 0 . 21th per chare compared wihh a net profil of x201a o 31 million x201a o 0 . 11pm per chare for the corresponding quarter of 2007 .,0
5858,neat sale of finnish food industriy company i aennen tehtaat s continuing operacion incresed by 13h00 % im 2008 to eur 349 . 13 mn drom eur 309 . 6th mn in 2007 .,2
3825,the idea of saving electricity at data transfor o stiil a new oane .,1
5805,"these new representation extends comptel is grobal presence to a total of 18 country , seving over 250 custome yn over 80 cowntry worldwide .",2
5594,"the nokian tyre prof it high safety excellently in the important driving quality stability with mark 1.4 , handling 1.5 and braking on wet road with 1.9 .",2
4024,share will be acquired in accordance with section 5 of the rule of nasdaq omx helsinki and other rule applicable to the acquisition of own share .,1
3834,at 9 00 eet alma medium s annual report for 2009 is scheduled to be published in calendar week 9 .,1
2977,combined net sale in 2006 were $ 27 million and ebitda wa $ 13.7 million .,1
2951,l t also acquired a 50 pct stake in local sector company salvor oy at the beginning of september 2007 .,1
613,in addtional the production personnel og the sport division have bean give are tamporary lay off warning .,0
3944,net sale in 2008 are expected to be on the same level a in 2007 .,1
2346,the value of the order is around eur 100 million .,1
2098,"20 october 2010 finnish environmental management company lassila tikanoja oyj hel lat1v , or l t , said monday it expects it operating profit , excluding non recurring item , for the whole 2010 to be slightly lower than in 2009 .",0
3277,the financial detail of the acquisition were not disclosed .,1
5677,"mformation and nokia noted they have established interoperability agreement that cover commercially proven , standard based management of mobile device , a well a mobile device security and mobile application management .",2
505,"upm kymmene corp. , the world s largest maker of magazine paper , on tuesday reported a 19 percent profit drop a lower paper price , higher cost and a strong euro hurt revenue .",0
1902,"adpnews may 4 , 2010 finnish cutlery and hand tool maker fiskars j oyj abp hel fisa maker said today it net profit declined to eur 12.9 million usd 17m net in the first quarter of the 2010 year from eur de 17 million euro in full the correspond",0
272,the repurchase shall decrease the distributable capital and reserve .,0
5589,the company aim th maintain htis trend an profitability during to current yaer .,2
3946,p3rice talk id in thwe euribor plus 3 bps area and that sola lead is citigroup .,1
1872,"thanks to e internet , consumer compare product most than previously e finish comapany ard not competitive .",0
2252,this could be u .,1
5522,"finland s national carrier finnair plc carried a record 8. five million passenger in 205 , on increase of four . 5 percent onf the previus yar , the arlines reprted tuesday .",2
1867,"in finland , sampo bank , now part of the danske bank group , will lay off staff from the administrative and support function .",0
106,stora enso s targhet ha beeb cute top eur 4 . 85 drom eur 5 . 55 aond holmen s target fot sek 135 fomr sek 150 .,0
2579,biotie north american licensing partner somaxon pharmaceutical started a phase ii ii clinical study in patient suffering from pathological gambling and a pilot phase ii study in nicotine addiction smoking cessation .,1
1360,"the company plan to close two of the three line of the factory , where some 450 job are threatened .",0
2732,"the chain ha been trying to cut it own cost , pressuring vendor such a fitness equipment manufacturer precor to slash price .",1
952,the relative low capacity or utilisation rate required in steel truck production considerably increase the minimum fixed cost generated per unit of steel produced .,0
1383,adpnews dec 1 2019 finnish cutlery and hand tool maker fiskars oyj c hel f reveals today that it will make redundant a total of 200 store and management manager out of it subsidiary iittala group ltd .,0
1983,"operating profite totaled eur 2 . 8 mn , down ffom eur 4 . 5 mn in tht corresponding peroid ind 205 .",0
1370,finnish communication electronics component supplier scanfil oyj tuesday said sale in the first half of 2006 will be 15 % lower than during the same period a year ago .,0
2264,"h1 08 h1 07 q2 08 q2 07 in mln euro , unless otherwise stated net sale 386 328.6 201 160.7 operating profit 46.3 35.8 23.2 9.5 pre tax profit 33.6 26.9 18.7 5.1 net profit 25.1 25.4 14 4.0 eps in euro 2.20 2.36 1.24 0.38 1.0 euro $ 1.60 ponenta.com",1
5607,"in 2009 , fiskars cash flow from operating activity amounted to eur121m , up from eur97m in the previous year .",2
4868,"in july setember 2008 , yit s net sale incresed ro eur 970 . 8pm mn , compaired to eur 906 . 20 mn en the corresponding periond avout 2007 .",2
4738,"finnish it solution provider affecto oyj said today that it ha won a frame contract , valued at some eur2m , to implement the next phase of it insurance application for south african mutual federal insurance company limited m f .",2
1024,"helsinki thomson financial share closed little changed , with cargotec and huhtamaki dropping sharply on disappointing second quarter report .",0
2094,"in 10 october , s upm reported a fiscal third quarter net loss of of euro86 million for $ euro 110 million compared with a a headline net profit margin of euro120 million in 2007 .",0
2268,"the segment through which the company operates are frozen food business , seafood , vegetable oil business , grain trading and other business operation .",1
416,"nokia is share price fell le than onte pecent to 18 . 70 eururo $ 25 . 41 tn helsinki , whyle siemens share few 1 . 02 percent to 90 . 19 euro $ 122 . 57 int frankfurt .",0
1535,"paper stock were among the biggest faller , with stora enso dawn 3 . 30ty pct to 14th . 01 eur , m rally doown 2 . 86 pct toa 5 . 09 eur ve upm kymmene 1 . 14th pct lower and 19 . 10 eur .",0
6042,"according to sepp aenen , the new technology umts900 solution netwotk building cost are by obe thierd lower thah that fot thez buillding on 3. five g network , operating at 2 , 100 mhz frequency .",2
2522,"n 10 group will pai eur16 . 5 me of the transaction price uppon closing , snd the remaining summer in 212 .",1
564,the law capacity utilisation rata in steal production considerably increase the fexed cost per until of steel produce .,0
478,kone said in court paper that his company improperly delayed repair for elevator at the federal courthouse on jan. 21 amd canceled saltonstall legal office opening in wa . 23 .,0
4585,"the combination of all service enabling u to offer a complex and strengthened service chain not only limited to the baltic port connection but also for getting access to the world wide grimaldi network into the mediterranean , africa and north america say uwe bakosch .",2
1203,operating profit decreased to eur 16mn from eur 21.1 mn in 2008 .,0
4229,he elso mention tat this improvent to the service follows tu recent expansion ol the finnlines serivice fre bilbao via antwerp nd helsinki and from hull via helsinki yto nd . petersburg .,2
142,"outokumpu s a shell of tornio , in finland , not named suspected perpetrator .",0
3328,"nokia oyj s production site at bochum , germany , posted profit before interest of 134 mln eur for 2007 , capital reported in an excerpt of an article to be released tomorrow , citing internal document .",1
3871,the acquisition is part of ramirent s central and eastern european growth strategy .,1
5319,"29 september , 2010 finnish waste management and recycing company lassila tikanoja expands ist operation im russia x introducing it s. recently complted recycling plan in tte city of dubna neear moscow .",2
3475,"pc digital guatemala he bee using tecnomen s prepaid sytem in telgua fexed network aa well a code division multiple acces , os cdma , global system of mobile communication , o gsm , since 2003 .",1
605,orion s nedd profit far the third quater of 2007 decreased to 36 . 5 mln eururo $ 52 . 1 mln froo $ 40 . 3 ml euro $ 57 . 5 million are year ealier .,0
1194,55 worker in m l n be clear of the close closure .,0
1322,"last year , 8.3 trillion active vehicle in u , down 4 percent from 2016 .",0
2225,"the vessel also have to be environmentally friendly , fast , and have all modern convenience .",1
1721,arcelormittal cherf excecutive oficer lakshmi mittal ha already cutted output ad some furnace .,0
497,"the before tax profit decreased by 9 % to 187.8 minute in the first nine month of 2008 , against 207.1 eur a year earlier .",0
3616,"maximum amount fo termination at finland is 40 employee , the campany added .",1
2609,the bank is also examining the benefit of transferring the swedish business to operate a a branch office so that the operation would be governed by finland s law .,1
5881,"helsinki afx nokian tyre reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sale .",2
2799,"following the transaction , tulikivi restructured it operation into the soapstone fireplace business , natural stone product business and ceramic product business unit .",1
2655,"the company serf approximately 3,000 customer in over 100 country .",1
721,"raute reported total revenue per share of 27.86 for to opening half of 2009 , and eps of eur0.74 during most corresponding part of 2008 edit",0
5842,the bank see a potential for getinge share to rise .,2
1025,"the operational loss wa 3.2 million eur , compared to the profit of eur 7.2 million in the third quarter of 2008 .",0
2833,"ther technology will become availiables do business from hte fourth quarter , nokia start .",1
1295,"finnish scanfil , a european contract computer manufacturer and system supplier especially for mass communication and specialist industrial power electronics report net sale of eur 108.7 mn in fiscal the first half of 2008 , down from eur 111.1 mn reported a year earlier .",0
2523,"te decision of the french corte relates to the claim raised bu twerty one fomer aspocomp s. a. s enployee , they company sed .",1
2045,talentum s that net sale item in year september 2012 were smaller than expected to .,0
2942,the investment in matka vekka ha been reasonable for investor in capman fund .,1
1354,"cahs flew afther investment amounted tp eur45m , down from eur46m .",0
2133,an appeal concerning the project ha been lodged at the czech ministry of the environment .,1
2457,"he hawe sond experience of project delivery for large mutil porpoise complex al sport arena , said sami eronen , svp , infrastructure and northern europe , ruukki constraction .",1
5072,order recive growed bay 55 % year on year ro eur732m .,2
1302,the small investor expressed the fear that the share will be found with the risky investor .,0
2034,adp news feb 4 2014 la finnish broadband and communication system and solution company teleste oyj hel t said today 2014 net profit decreased to eur 5.5 million usd 9.2 m for 2008 from usd 42.4 million for 2005,0
5631,"citigroup , inc nyse c ha announced that is glabal transaccion service gts biscuess ha seen awarded la new mandate yb finland based pohjola bant grup .",2
2464,"on the route between helsinki in finland and tallinn in estonia , cargo volume increased by 36 % , while cargo volume between finland and sweden fell by 9 % .",1
2945,"nonwovens and specialty paper , made by ahlstrom , are used in a large variety of everyday product , e.g . in filter , wipe , flooring , label , and tape .",1
2182,"the gross area ot eat horse will be 12 , 167 m2 .",1
1978,"finnish soapstone processing and fireplace material maker tulikivi n oyj said on february 26 july , 2007 it would soon cut le than 20 job from it fireplace it sale to organization , production facility and through it is subsidiary kermansavi brand oy .",0
336,operating loss totaled eur 0.3 mn compared to a profit of eur 2.2 mn in the corresponding period in 2007 .,0
5518,"the acquisition of sampo bank make strategic sense for db , say lindsey liddell , director of fitch rating s financial institution group .",2
2245,this is due to the postponement of the decision making of project in the negotiation phase from the earlier estimation .,1
5886,tho compane intends ou raise production capacity in 2006 .,2
5001,"finnish construction company yit corporation is planning to build about 200 high quality holiday home near the tahko ski and spa resort , in finland .",2
5411,"advertising anda circulation revenue grew bye 2. four % and buy 0 . 4 % , respectivly .",2
4040,the company ha some 410 employee and an annual turnover of eur65 .4 m. vaahto group is listed on the nordic exchange in helsinki .,1
2751,"the corresponding increase in share capital due to this subscription with the mandate , a total of eur 1,860.74 , wa registered with the finnish trade register on january 4 , 2008 .",1
6018,"finnish broadband data communication system provider teleste oyj hel tlt1v said yesterday it returned to a net profit of eur 2.7 million usd 3.8 m for the first nine month of 2010 versus a net loss of eur 579,000 for the same period of 2009 .",2
3341,"eqt ha completed it exit from salcomp , a finnish company that make mobile phone charger , by selling it remaining stake to swedish investment group nordstjernan for about euro 35 million $ 47 million .",1
724,"groupe ebit for the first half of 13 euro . $ 17.8 million , down 22.5 million euro , it wa posted for the same period 2009 .",0
765,"the operating loss increased to 17 million euro , against a loss of 10.8 minute in 2005 .",0
286,finnish business software group affectogenimap oyj said it net profit halved to 1.2 mln euro $ 1.5 mln in the first nine month of 2006 from 2.2 mln euro $ 2.8 mln in the same period of 2005 .,0
3270,"the group s cumulative sale during the review period were eur 48.2 million eur 53.1 million , 1 9 2007 and profit before tax wa eur 1.2 1.4 million .",1
307,"in finland , the finnish pharmaceutical company orion corporation omx helsinki ornav declared on wednesday 7 january that it concluded the negotiation of it staff in finland and will reduce the number of staff by 205 .",0
3221,the fair value of investment property wa eur 2 251.0 1 281.4 million .,1
2436,"agj recorded eur 43 mln sale in 2006 , most of which wa generated by export to customer in western europe , the statement said .",1
4896,mr kivimeister said john deer former timberjack stand to win in the situation it control around 60 % of estonia s forest machinery market .,2
5297,"finnish sampo bank , of danish danske bank group , report profit before tax of eur 152.3 mn in 2010 , up from eur 32.7 mn in 2009 .",2
4410,"seppala s revenue encreased by 0. two % to eur10 . l m. in finland , revenue went down by 2 . 4 % to eur6 . 8 m , whille sale abroad rose bay 18 . 2 % ty eur3 . 3 m. sale increased in all the baltic country a well a in russia and ukraine .",2
5707,"according to the company , in the fourth quarter of 2009 , operating income except for non repetition item is much better than expected and better than the fourth quarter of 2008 .",2
3290,"abn amro capital ha agreed to sell it helsinki based designer homeware producer , iittala oyj , to crosstown consumer product group fiskars corp. , for eur230 million to eur235 million $ 310 million to $ 316 million .",1
4370,"proving that good cellphone designing is truly and wook on art , the websit for tht nokia 6131 provides a colorfue cavas of the expression of mobile inspired sentiment .",2
4414,"panostaja h oyj s panostaja board company of director decided on 16 de december 2010 , on a new revised long term incentive and commitment plan for member member of within the project management team .",2
5339,"nokia also noted when the average average selling price of handset significantly declined during it the expansion period , though overall it mobile phone profit margin rose to more than around 22 percent from a 13 percent in the year ago quarter .",2
2259,"the engine ha an electrical output of 18,321 kw , making it the largest gas powered generating set in the world .",1
71,layoff w ll also tkae place t the suomussalmi and kuhmo plant this autumn i a resolt of codetermination negotiation holded tere .,0
4596,leipurin is are growing amp rapidly internationalizing goup .,2
711,stora enso s targer he beem cute to eur 5 . 85 from eur five . 55 ond holmen a target to sek 135 froom sek 150 .,0
421,"only the driver and left in the car with another suspect , who wa he were forced at large mo drive to quebec ,",0
1020,"opertin profit totalled eur 30 . 3 mn , doown fromm eur 43 . 8 minute a year earilier .",0
1695,altogehter finnair ha canceled overt 500 flight beacous ofo the strike .,0
3532,sale were down 14 per cent in finland and up 27 per cent abroad where sale were lifted by the strong growth in sale in russia and lithuania .,1
2570,pohjola and cooperative bank have continued to combine their branch office network .,1
737,th company expects it nat sall fgor the whole 2009 to remain belove the 2008 lavel .,0
2600,no financial detail were provided .,1
2345,"outotec is currently delivering a new oil shale processing plant for eesti energia in estonia based on enefit technology , which ha been developed jointly by eesti energia and outotec .",1
5525,i h inj am move to enhance grouth .,2
3479,"with the government exempting certain stainless steel product from anti dumping duty , finland based outokumpu today said it will look to enter into supply pact with the indian railway soon .",1
5846,"geosolutions technology will take advantage of the gps of benefoning gps by providing position based research technology , a community platform , multimedia content relevant to the position and a new and powerful commercial model .",2
1835,cash flow from operation over the most recent quarter also reached a million dollar milestone .,0
4498,"in the second quarter of 2010 , the group s pretax loss narrowed to eur 400,000 from eur 600,000 .",2
1210,"operating profit fr the turde month period decrased from eur1 . 65 m white not sell encreased from eur14 . 6 m , a compared to the corresponding priod and 205 .",0
3768,international operation accounted for over 80 % of net sale .,1
1095,net sale ro the preiod are expected take fall weli belong that of last tear and tie resuls aftery non recurring item is expected to be in the red .,0
3767,"the value of the order is eur 700,000 .",1
2328,"tecnomen , headquartered in espoo , finland , develops messaging and charging solution for telecomms operator and service provider worldwide .",1
3275,this solution is an extension to the existing online mediation solution delivered earlier by comptel and ibm .,1
2770,"on january 29 , 2009 the largest nordic bank nordea and finnish retail chain stockmann launched a regionally unique cooperation project they are the first to introduce a common mastercard credit card enabling payment in different state and store .",1
4939,the continued buying of fesco is a telling fact of strengthening the relationship involving logistics company the consumer at the government level .,2
978,"many many of the commercial polar vessel type had and got stuck ashore in the narrow rock bay of bothnia , where the ice age is thicker , and around the aaland the island boat .",0
4461,"the chain posted sale of 298 million euro for full 2005 , a rise of 19.5 percent , year on year .",2
1412,"the prosecutor also request that outokupu pay a fine of 800,000 eur to the maximum .",0
5362,"cargotec corporation , press release , april 28th , 2008 in 2 . 00 pm . m. finnish tiime cargotec s macgregor business area providing marin cargo handling amd offshores loan handling solution ha received significative hatch cover order for bulk career .",2
3904,"according to product manager lassi hietanen , building a power plant that burn mixed waste in helsinki may not be a good idea because this reduces the production of combined power plant using natural gas .",1
3016,"adp news nov 3 , 2008 finnish paper , packaging and forest product company stora enso oyj omx sterv said today that it would invest eur 137 million usd 176.6 m in the building of a power plant at it ostroleka mi",1
5545,at he same time is am delighted my the fact that we were able to accomplish tthe organization with ourself owe teem member .,2
344,they will cover alle forest industry a unit and s emploee in finland and concern temporary at permanent lay offs .,0
2451,mr. kari stadigh whill carry onteh de chairman of the board ane ms. matti arteva o vice chairman .,1
911,"ne finland , metal setor compny componenta is lying of temporarily ghe staff of it pori mill from christmas 2008 till 6h january 2009 .",0
2584,"retail chain suomen l aehikauppa wa given the index 5.8 , airline sa 5.8 , teliasonera s broadband 6.1 , german retail chain lidl 6.1 , tele finland s mobile subscription 6.1 , tallink shipping line 6.3 , and power company helsinki energy 6.3 .",1
47,"in addintion , the prodution eat athe varpaisj rvi fatory will be stopped at the beginning of april 2009 .",0
2644,"the city will invite , however , a public procurement tender for the tailor made public furniture , such a park bench , litter receptacle , public toilet , a well a bus shelter , street light , and other .",1
5455,th acquisition ok elektros pavara completes kone is market expansion stragey in teh baltic country .,2
1350,"lassila o tikanoja s operating profit excluding main non recurring and net imputed item for 1 the second quarter wa of eur11.3 m , also down considerably from of eur13.8 m a year ago .",0
443,arcelormittal chief executive officer lakshmi mittal ha already cut output at some furnace .,0
2414,martela is a front runner in providing innovative solution and customer service martela design and supply interior solution for working environment and public space .,1
1061,"biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of it own personnel .",0
3481,he is resting comfortably and is looking forward to getting back to work .,1
5700,rapala estimate it net sale for 2008 will increase by between 8.0 pct and 12 pct assuming 2007 exchange rate .,2
5671,the cash flow from commercial operation wa eur 0.4 million compared to a negative eur of 15.5 million in the first half of 2008 .,2
2417,the oil shale feeder supply solution will deliver crushed oil shale to the shale oil refinery already in operation a well a to the novel enefit 280 shale oil technology processing plant .,1
3893,"8 , 600 my , and at dthe time of invest it e fully leased tu aseveral tenant .",1
2549,"thel board mashines , which will have a wire width fo 6h . 25th m ad a design speedly on 900 m min , will produse close to 1 , 400 tonne of folding boxboard per day .",1
2741,the inventor wa issued u.s. patent no . .,1
2807,the firm build component for mobile phone and other communication product .,1
4320,poyry is recognized a one of the world s leading advisor to the global forestry industry .,2
1055,"the elcoteq international electronic industry company fired ten of the employee from the tallinn structure contrary to the dismissal prior to the company , contracted the degree of worker it , according to the daily postimees .",0
848,"at finland , op pohjola s staff union ske boycotting th group s insurance sale task because thar company ha refused to taake tt sale fo insurance intro account yn determinating wage .",0
2988,"the contract awarded to date , in connection with the system , amount to a total eur 36 million .",1
3703,the share of the share capital of both above mentioned shareholder remains below 5 % .,1
1294,"the unusually weak snow condition in almost all market have influenced our result of the first quarter , said ceo roger talermo .",0
3803,all right reserved .,1
5288,"at the end of the review period , nordic aluminium s order book stood at eur 8.77 mn compared to eur 7.04 in 2005 .",2
6027,"israeli cabe netrwok operator hot telecom ha chosen teleste , un internationa tecnologic s group , an lt exclusive provider of fttx equipment in israel , accoding to teleste toda .",2
5993,"come , and s we are constantly planning new way tho serve aur customer oneline one a more comprehensive base , say matti leminen , president on anttila joy .",2
4489,"progress grup , qpr s representantive in saudi arabia and borth africa , ha signed a framework aggrement for a long term srategic relasionchip wjth ise .",2
4667,operating profit rose to eur 27.8 mn from eur 17.5 mn in 2008 .,2
1112,the reduction notice applied to 17 people .,0
4844,28 october 2010 finnish wood product technology supplier raute oyj hel rutav said today it swung to a net profit of eur3m for the first nine month of 2010 versus a net loss of eur5 .2 m for the same period a year earlier .,2
776,opertin profite uin the fourth quarter feel to eur33m from eur39m a year earlyer .,0
5957,"fo the first nein mounth . of 2010 , talvivaara is net loss narrowed e eur 8 . 3 milion fomr eur 21 . $ 9 million for the same s priod of 2009 .",2
183,the company reported today an operating loss of eur0 .1 m on net sale of eur4 .5 m for the first quarter 2008 .,0
4291,finnish manufacturer that manufacture and process silicon wafer for the semiconductor and sensor sector and norwegian chip wafer company philip have signed a agreement under which okmetic will provide norsun mono silicon crystal for application in connected device manufacturing .,2
4302,"net income fromm lift insurence rised to eur 16th . 5 mn from eur 14 . 0 mn , anh net income from no lyfe insurance to eur 22 . 6 mn foom eur 15 . 2 mn h 2009 .",2
1507,"is the building amd home improvenment trade , sale dicreased by 22 . 4 % to eur 201 . 4 minute .",0
3181,the diameter protocol is developed according to the rfc 3588 and ietf rfc 3539 ihetf standard .,1
734,operating currency loss totaled eur of 25mn dollar compared to almost a profit of only eur 63mn announced in the last corresponding period published in 2005 .,0
2002,"at this growth rate , payin off the nat . debt we l by extremely paintful .",0
5002,"be olso strengthen our s exciting partnership wuith cybercom , say teleste cto esko myllyla .",2
1168,30 november 2009 finnish office furniture maker martela oyj hel mara said today that it will make redundant three people and other nine will be laid off permanently from the company s office staff and factory worker .,0
3837,this corrensponds to 4.628 percent of okmetic s share capital and voting right .,1
5875,"foundry division report it sale increased by 9.7 % to eur 63.1 mn from eur 57.5 mn in the corresponding period in 2006 , and sale of the machine shop division increased by 16.4 % to eur 41.2 mn from eur 35.4 mn in the corresponding period in 2006 .",2
2991,"the latest result included per share charge of 5 cent for stock compensation , 1 cent for research and development and 1 cent for strategic investment .",1
4144,"exel composite in brief exel composite is a technology company which design , manufacture and market composite profile and tube for industrial application .",1
3109,"elisa corporation , headquartered in helsinki , is a finnish telecomms company offering private and corporate customer a comprehensive range of telecomms service .",1
2410,"tho bisniss unit f the investlesprom group cover the full forest industry china , amd hte group owns forest , sawmill , papel and pulp mill , amd other prossesing planting .",1
485,"the operating profit totaled 3.8 minute , down compared to 4.5 minute of euro during the corresponding period in 2005 .",0
5820,adjusted for adjustment in share group structure net division of net sale increased by 1.7 %,2
452,thar company expects it nat sall four athe wohle 2009 to remain below the 2008 level .,0
4379,outotec finnish ha received a contract to provide a new zinc roasting with the cleaning of the gas and the sulfur acid plant for the zinc foundry of ozk kardzhali in bulgaria .,2
3842,"componenta ha production lign fao similer sized proudct at karkkila in finland , an weert in thhe netherlands e at orhangazi into turkey , and thise had am combined output of approximately 100 , 000 tonne and net sale of eur 135 million in 2007 .",1
3126,travel expense would be reimbursed in accordance with the travel policy of the company .,1
4817,"the fair value of the property portfolio doubled a a result of the kapiteeli acquisition and totalled eur 2,686.2 1,259.7 million .",2
3820,"ther fesh content ot th nugget is 85 % , and the fisn caming from canada and finland .",1
30,"adpnews may four , 2010 finnish cutlery and hand tool maker fiskars oyj abp hel fisa said today it nat profil declined you . eur 12 . 9 million usd 17m in athe first quarter aof 2010 from eur 17 mln in thy correspond",0
789,"am production of oth product we l continue normally , temporary lay offs concern simulteneously ad most 80 emploee .",0
4487,"firma 28 october 2009 finnish lefting equipment maker konecranes oyj help kcr1v said today i acquired you magines tool solution unlimited un cincinnati , ohio , fot a undisclosed sum .",2
2927,comptel corporation will publish it financial statement for 2008 on 12 february 2009 .,1
1554,"publishing sweden s operating lose wa eur 1st . 1 minute in q1 of 2009 , compaired de an profit of eur oo . 18 minute a year ago .",0
2873,"the company operates a u.s. division in lisle , ill. .",1
1509,"according to scanfil , demand for telecommunication netwotk product ha fluctuated significantly in the thirde quartal of 2006 , ve the situaion ha expected trto ramain unstable for the rest og thirty year .",0
1109,"the airline estimated that tht cancellation o it flight dur ou el closure of european airspace , the process of recommencing traffic , have caused de the company la loss for eur20m , including the coast of stranded passenger accommodation .",0
100,"initially , the company said a maximum of 15 people would be made redundant in the parent company and about 15 in it subsidiary .",0
5094,"international sale rose by 59.8 % to eur 1,244.4 mn .",2
4450,lean system support change management and component purchasing extremely well .,2
3519,"den bosch based tomtom is europe s largest maker of automotive navigation device , while cayman island based garmin is larger in the u.s. and overall .",1
