,title,sentiment
292,"net sale of finnish sanoma learning literature , of finnish medium group sanoma , decreased by 3.6 % in january june 2009 totalling eur 162.8 mn , down from eur 168.8 mn in the corresponding period in 2008 .",0
1142,"currently , the company foresees it pre tax profit to remain below the 2009 level when it reached eur 700,000 usd 934,000 , equate with previous projection of a slightly better pre tax profit .",0
3150,"the employer , together with health personnel , support quitting and pay part of the cost of nicotine treatment .",1
1426,"operating profit decreased however nearly eur 1.7 mn , to .",0
1170,bosse added that trygvesta doe not have the financial strength to acquire the non entire unit .,0
5713,"compared with the ftse 100 index , rose point or 0.5 % on day , this a relative price change of 2.3 % .",2
1268,trouble recent the simply make neteller cheaper .,0
3527,"the manufacture of cpps will be undertaken at the existing export oriented unit eou at wartsila s factory at khopoli , near mumbai .",1
5207,nasdaq listed yahoo inc service introduced a new ha that enables malaysian to take their favorite internet content and service with them on their mobile phone .,2
5202,"in september 2010 , the finnish group agreed to buy danish company rose poultry a s for up to eur23 .9 m in a combination of cash and stock .",2
1086,finnish industrial group ruukki group ha brought counter action against finnish metal company rautaruukki in impart the dispute concerning the name of the company .,0
5810,kone s some in rose by 2008 14 % year on year sale the first nine month of net .,2
1172,"compared with the ftse 100 index , which rose 94.9 point or 1.6 % on the day , this wa a relative change of 0.4 % .",0
5858,"profitability % 13.9 % , compared 13.1 % the year",2
3825,"the stena poseidon is a so called panamax tanker , designed to be able to pa through the narrow passage in the panama canal s lock operate .",1
5805,"we are happy to be working with rapala to encourage boater and angler to introduce newcomer to the constitute sport , said rbff president ceo frank further aver peterson .",2
5594,"the nokian tyre prof it high safety excellently in the important driving quality stability with mark 1.4 , handling 1.5 and braking on wet road with 1.9 .",2
4024,share will be acquired in accordance with section 5 of the rule of nasdaq omx helsinki and other rule applicable to the acquisition of own share .,1
3834,at 9 00 eet alma medium s annual report for 2009 is scheduled to be published in calendar week 9 .,1
2977,combined net sale in 2006 were $ 27 million and ebitda wa $ 13.7 million .,1
2951,l t also acquired a 50 pct stake in local sector company salvor oy at the beginning of september 2007 .,1
613,the unit and number employee of group administration employee to be dismissed from the sievi salaried is 17 .,0
3944,net sale in 2008 are expected to be on the same level a in 2007 .,1
2346,the value of the order is around eur 100 million .,1
2098,"20 october 2010 finnish environmental management company lassila tikanoja oyj hel lat1v , or l t , said monday it expects it operating profit , excluding non recurring item , for the whole 2010 to be slightly lower than in 2009 .",0
3277,the financial detail of the acquisition were not disclosed .,1
5677,"mformation and nokia noted they have established interoperability agreement that cover commercially proven , standard based management of mobile device , a well a mobile device security and mobile application management .",2
505,"upm kymmene corp. , the world s largest maker of magazine paper , on tuesday reported a 19 percent profit drop a lower paper price , higher cost and a strong euro hurt revenue .",0
1902,"loss after financial point totalled eur 9.7 mn , compared to a profit of eur 1.3 mn in the corresponding period in 2008 .",0
272,the repurchase shall decrease the distributable capital and reserve .,0
5589,kaupthing forecast a significant toll step up for printing process paper in 2007 .,2
3946,nokia and capcom announced that resident evil degeneration n be released on will gage later this year .,1
1872,"the largest restructuring is negotiation for italy , where planned on about 40 job cut are to be initiated today company the , noted .",0
2252,this could be u .,1
5522,"adpnews nov 9 , 2009 four company have agreed to buy for a combined sek 5.9 group a voice billion usd 854m eur 571.8 m all drug store offered for sale a part of the part restructuring of swedish stated owned pharmacy monopoly apoteket ab , t",2
1867,"in finland , sampo bank , now part of the danske bank group , will lay off staff from the administrative and support function .",0
106,"temporary lay offs constitute , affecting the entire workforce , will also be implemented .",0
2579,biotie north american licensing partner somaxon pharmaceutical started a phase ii ii clinical study in patient suffering from pathological gambling and a pilot phase ii study in nicotine addiction smoking cessation .,1
1360,"totalled profit , excluding non recurring item , 2008 eur 2.2 mn , down from eur 2.7 mn in the corresponding period in operating .",0
2732,"the chain ha been trying to cut it own cost , pressuring vendor such a fitness equipment manufacturer precor to slash price .",1
952,"the increasing and the of the were challenging for the whole industry , they impacted on our .",0
1383,elcoteq group recently announced that the three month of the previous year brought to it major loss of more than half a billion kroon eur 32 mln for fifth running .,0
1983,consolidated pretax profit decreased by 69.2 % to eur 41.0 mn from 133.1 mn 2007 .,0
1370,finnish communication electronics component supplier scanfil oyj tuesday said sale in the first half of 2006 will be 15 % lower than during the same period a year ago .,0
2264,"h1 08 h1 07 q2 08 q2 07 in mln euro , unless otherwise stated net sale 386 328.6 201 160.7 operating profit 46.3 35.8 23.2 9.5 pre tax profit 33.6 26.9 18.7 5.1 net profit 25.1 25.4 14 4.0 eps in euro 2.20 2.36 1.24 0.38 1.0 euro $ 1.60 ponenta.com",1
5607,"in 2009 , fiskars cash flow from operating activity amounted to eur121m , up from eur97m in the previous year .",2
4868,"adp news nov 5 , 2008 finnish electronic measurement product and solution maker vaisala oyj omx vaias said today that it net profit rose to eur 18 jillion usd 23.1 m for the first nine month of 2008 from eur 1",2
4738,"finnish it solution provider affecto oyj said today that it ha won a frame contract , valued at some eur2m , to implement the next phase of it insurance application for south african mutual federal insurance company limited m f .",2
1024,"helsinki thomson financial share closed little changed , with cargotec and huhtamaki dropping sharply on disappointing second quarter report .",0
2094,"operating profit m the 12 month period decreased from eur28 .2 for while net turnover increased from eur313 .42 m , a compared to the financial year 2004 .",0
2268,"the segment through which the company operates are frozen food business , seafood , vegetable oil business , grain trading and other business operation .",1
416,"adp news may 29 , paper bank of america bofa downgraded today it rating on swedish finnish 2009 maker stora enso oyj hel sterv and on finnish sector player upm kymmene oyj hel upm1v to underperf",0
1535,"the pulp production aervi finnish will in kemij also be their and about 1,100 employee loose liquidated job .",0
6042,operating profit rose to eur 13.5 mn from eur 9.7 mn in the corresponding period 2006 .,2
2522,"the group posted net sale of 35.3 mln euro $ 46.5 mln and an operating profit of 760,000 euro $ 1.0 mln 2005 in .",1
564,operating loss increased to eur from a of eur 10.8 in 2005 .,0
478,the decrease the distributable capital and reserve .,0
4585,"the combination of all service enabling u to offer a complex and strengthened service chain not only limited to the baltic port connection but also for getting access to the world wide grimaldi network into the mediterranean , africa and north america say uwe bakosch .",2
1203,operating profit decreased to eur 16mn from eur 21.1 mn in 2008 .,0
4229,"the ministry of water in tanzania hour angle awarded poyry a water and sanitization engineering assignment for the rehabilitation and annex of water supply and sanitization infrastructure in bukoba and musoma , situated at lake victoria in northern tanzania .",2
142,"group a share in royal and sun alliance royal stag continued to slide back from a 12 month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .",0
3328,"nokia oyj s production site at bochum , germany , posted profit before interest of 134 mln eur for 2007 , capital reported in an excerpt of an article to be released tomorrow , citing internal document .",1
3871,the acquisition is part of ramirent s central and eastern european growth strategy .,1
5319,"after the reporting period , biotie north american licensing partner somaxon pharmaceutical announced positive collaborator result with nalmefene in a pilot phase 2 clinical trial for smoking cessation .",2
3475,"in the czech republic , the smaller unit at ostrava will be closed and the machinery will gradually to ruukki s bigger plant hungary poland and romania the end of first quarter of 2009 .",1
605,"the shipping company finnlines pretax loss totalled eur 6.5 mn in the third quarter of 2009 pared to a profit of eur 0.3 mn in finnish third quarter of 2008 ,",0
1194,"the airline estimated that the cancellation of it flight due company the closure of european airspace , and the process of recommencing traffic , have caused a the to a loss of eur20m , including the cost of stranded passenger accommodation .",0
1322,"adp news feb 4 , finnish broadband data and solution company teleste hel tlt1v said it net decreased to 5.5 usd 7.2 m for 2008 from eur 9.4 million 200",0
2225,"the vessel also have to be environmentally friendly , fast , and have all modern convenience .",1
1721,eps miss to eur0 .2 from eur0 .3 .,0
497,gsk announced in november 2008 that would close it operation dartford .,0
3616,"the building and , sun hung kai property group , one of the largest property in , type of premium residential and project for sale investment",1
2609,the bank is also examining the benefit of transferring the swedish business to operate a a branch office so that the operation would be governed by finland s law .,1
5881,"helsinki afx nokian tyre reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sale .",2
2799,"following the transaction , tulikivi restructured it operation into the soapstone fireplace business , natural stone product business and ceramic product business unit .",1
2655,"the company serf approximately 3,000 customer in over 100 country .",1
721,"said cut to frequency our new york last year , which explains the fall , he we .",0
5842,the bank see a potential for getinge share to rise .,2
1025,"in the baltic country , fell by .",0
2833,this wood lacquered clock come with a stripy script crocheted cover .,1
1295,kone share send packing 4.1 percent to x20ac 43 u $ 55.77 in helsinki .,0
2523,kemira s spouse in the project is st. petersburg urine work .,1
2045,"furthermore , sale of faint new passenger car and light commercial vehicle in the country declined faint by 5.4 % year on year sale event last month .",0
2942,the investment in matka vekka ha been reasonable for investor in capman fund .,1
1354,"the company programme to close of the three line at the plant , where some 450 job are under scourge .",0
2133,an appeal concerning the project ha been lodged at the czech ministry of the environment .,1
2457,"the volume range from 0.1 1200 dl new size 10 , 20 100 , , 300 , and 1200 dl volume capacity .",1
5072,"it vessel order will help aspo both the long term competitiveness . this fleet , secure in term of technology and pricing of",2
1302,"at present , trade mark pit produkt is outside the north of russia .",0
2034,the finnish national carrier said net loss in april through june wa euro26 million down from a net profit of euro13 million a earlier .,0
5631,"suominen corporation estimate that the cost cutting program that started in autumn 2005 , higher sale price , and expected growth in volume squiffy of wet wipe , will make the company s operation southward more profitable .",2
2464,"on the route between helsinki in finland and tallinn in estonia , cargo volume increased by 36 % , while cargo volume between finland and sweden fell by 9 % .",1
2945,"nonwovens and specialty paper , made by ahlstrom , are used in a large variety of everyday product , e.g . in filter , wipe , flooring , label , and tape .",1
2182,"metso will provide a recovery boiler with a capacity of 6,800 tonne of dry solid per day and an evaporation of with six thermal stage plant a capacity and 1,600 tonne per hour .",1
1978,price and delivery volume of in product decreased significantly broadband . 2005,0
336,operating loss totaled eur 0.3 mn compared to a profit of eur 2.2 mn in the corresponding period in 2007 .,0
5518,"the acquisition of sampo bank make strategic sense for db , say lindsey liddell , director of fitch rating s financial institution group .",2
2245,this is due to the postponement of the decision making of project in the negotiation phase from the earlier estimation .,1
5886,componenta s objective with this agreement is objective lens to increase constitute business on it existing production line .,2
5001,"finnish construction company yit corporation is planning to build about 200 high quality holiday home near the tahko ski and spa resort , in finland .",2
5411,"biohit and vwr have been in close cooperation for a number of year in the u , where biohit is one vwr s focus supplier .",2
4040,the company ha some 410 employee and an annual turnover of eur65 .4 m. vaahto group is listed on the nordic exchange in helsinki .,1
2751,the company ha an turnover eur32 of .8 annual m .,1
6018,"finnish broadband data communication system provider teleste oyj hel tlt1v said yesterday it returned to a net profit of eur 2.7 million usd 3.8 m for the first nine month of 2010 versus a net loss of eur 579,000 for the same period of 2009 .",2
3341,"eqt ha completed it exit from salcomp , a finnish company that make mobile phone charger , by selling it remaining stake to swedish investment group nordstjernan for about euro 35 million $ 47 million .",1
724,the company said in three to of to eur86 .4 u 113.4 m eur91 .2 m last year .,0
765,"the omx nordic 40 omxn40 index , comprising the 40 most traded nordic stock on the nasdaq omx exchange , unsympathetic down 0.87 % at 1,064.14 point on thursday .",0
286,finnish business software group affectogenimap oyj said it net profit halved to 1.2 mln euro $ 1.5 mln in the first nine month of 2006 from 2.2 mln euro $ 2.8 mln in the same period of 2005 .,0
3270,"the group s cumulative sale during the review period were eur 48.2 million eur 53.1 million , 1 9 2007 and profit before tax wa eur 1.2 1.4 million .",1
307,"since the association data do not cover from small local brewery and sale of imported beer product , the actual market share of it member are smaller than those given the report .",0
3221,the fair value of investment property wa eur 2 251.0 1 281.4 million .,1
2436,"agj recorded eur 43 mln sale in 2006 , most of which wa generated by export to customer in western europe , the statement said .",1
4896,mr kivimeister said john deer former timberjack stand to win in the situation it control around 60 % of estonia s forest machinery market .,2
5297,"finnish sampo bank , of danish danske bank group , report profit before tax of eur 152.3 mn in 2010 , up from eur 32.7 mn in 2009 .",2
4410,altia s operating profit jumped to eur 47 million from eur 6.6 million .,2
5707,"this location make the mall a convenient place to shop for consumer turgid from three large residential area nearby jaroszowka , wysockiego and zgody .",2
3290,"abn amro capital ha agreed to sell it helsinki based designer homeware producer , iittala oyj , to crosstown consumer product group fiskars corp. , for eur230 million to eur235 million $ 310 million to $ 316 million .",1
4370,"neste oil is working with over 20 search community in europe , america , africa , asia , and australia to develop and introduce new raw material .",2
4414,"mt production machine translation capacity will rise gradually from 170,000 tonne to 215,000 tonne yield .",2
5339,"2010 16 july 2010 finnish steel maker rautaruukki oyj hela rtrks , or ruukki , said now it move around to a net profit of eur20m in the second quarter of 2010 from a net loss of eur94m in the corresponding period last year .",2
2259,"the engine ha an electrical output of 18,321 kw , making it the largest gas powered generating set in the world .",1
71,", the building and home improvement trade a net sale totalled eur 1,173 mn , down from eur 1,566 earlier in year mn .",0
4596,"in the second quarter of 2010 , the group s net profit rose to eur 3.1 million from eur 2.5 million . april june 2009 in",2
711,"adp news feb 4 , 2009 finnish broadband data communication system and solution company teleste oyj hel tlt1v said today it net profit decreased to eur 5.5 million usd 7.2 m for 2008 from eur information technology 9.4 million for 200",0
421,"the operating loss amounted to eur net profit 0.8 mn , compared to a profit of eur 3.9 mn a year earlier .",0
1020,"at 1411 cet the arcelormittal had lost 7.26 % to . 17.38 on paris euronext , coming at , lead of the blue chip faller eur",0
1695,"finnair s based subsidiary , aero a , carried 23,335 passenger , a decline of 60.8 % , on route between helsinki and the capital and southern finland .",0
3532,sale were down 14 per cent in finland and up 27 per cent abroad where sale were lifted by the strong growth in sale in russia and lithuania .,1
2570,pohjola and cooperative bank have continued to combine their branch office network .,1
737,"minute small firm are suffering at meet the moment because they are likely in all probability to have money trouble , he added .",0
2600,no financial detail were provided .,1
2345,"outotec is currently delivering a new oil shale processing plant for eesti energia in estonia based on enefit technology , which ha been developed jointly by eesti energia and outotec .",1
5525,"cash flow from operation totalled eur 2.71 mn , compared to a negative eur 0.83 mn in the corresponding period in 2008 .",2
3479,"with the government exempting certain stainless steel product from anti dumping duty , finland based outokumpu today said it will look to enter into supply pact with the indian railway soon .",1
5846,about nokia nokia is of pioneer in mobile telecommunication and the world s leading maker a mobile device .,2
1835,. presently is furniture negotiating cut staff incap,0
4498,"in the second quarter of 2010 , the group s pretax loss narrowed to eur 400,000 from eur 600,000 .",2
1210,the personnel reduction will primarily affect those working for the parent the business or in production and handling business .,0
3768,international operation accounted for over 80 % of net sale .,1
1095,"the omx helsinki index washington 0.33 pct lower at 9,364.80 , while the omx helsinki cap portfolio index washington down 0.34 pct at 5,029.25 .",0
3767,"the value of the order is eur 700,000 .",1
2328,"tecnomen , headquartered in espoo , finland , develops messaging and charging solution for telecomms operator and service provider worldwide .",1
3275,this solution is an extension to the existing online mediation solution delivered earlier by comptel and ibm .,1
2770,"on january 29 , 2009 the largest nordic bank nordea and finnish retail chain stockmann launched a regionally unique cooperation project they are the first to introduce a common mastercard credit card enabling payment in different state and store .",1
4939,"megafon s subscriber base increased 16.1 % in 2009 to 50.5 million user group a a of december 31 , while it market share by the number of customer amounted to 24 % a of late 2009 , up from 23 % a of late 2008 , according to teliasonera estimate .",2
978,"adp news jan 27 , 2009 finnish industrial machinery company vaahto group ltd oyj wat1s said today that it subsidiary vaahto ltd would cut 15 job in finland .",0
4461,"the chain posted sale of 298 million euro for full 2005 , a rise of 19.5 percent , year on year .",2
1412,"pretax profit add eur 9.0 minnesota , down from eur 36.3 minnesota in 2007 .",0
5362,the purchase of the operation is part of yit s strategy to expand it offering of building scheme service geographically .,2
3904,"according to product manager lassi hietanen , building a power plant that burn mixed waste in helsinki may not be a good idea because this reduces the production of combined power plant using natural gas .",1
3016,"adp news nov 3 , 2008 finnish paper , packaging and forest product company stora enso oyj omx sterv said today that it would invest eur 137 million usd 176.6 m in the building of a power plant at it ostroleka mi",1
5545,"tieto wa looking for an energy solution which would best support group a the idea of sustainable development , and intimately we count were happy to be able to provide such a solution , saysjouni haikarainen , vice president , fortum .",2
344,"totalled profit operating eur 9.6 mn , down year eur 42.0 mn the from before .",0
2451,"uk s to outsource part of it process to elcoteq plant in estonia london , oct 13 , bns the british miniature antenna maker sarantel ha signed an agreement to outsource it assembly test and supply process to the plant elcoteq in the estonian capital tallinn .",1
911,"finnish textile and clothing robe group marimekko oyj posted a net profit drape of 7.99 mln euro $ drape 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",0
2584,"retail chain suomen l aehikauppa wa given the index 5.8 , airline sa 5.8 , teliasonera s broadband 6.1 , german retail chain lidl 6.1 , tele finland s mobile subscription 6.1 , tallink shipping line 6.3 , and power company helsinki energy 6.3 .",1
47,"helsinki thomson financial share in cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop light in april faint june profit , which overshadowed the large number of new order received during the three month .",0
2644,"the city will invite , however , a public procurement tender for the tailor made public furniture , such a park bench , litter receptacle , public toilet , a well a bus shelter , street light , and other .",1
5455,"finnish sampo bank , of danish danske bank atomic number group , report profit before tax of eur 152.3 mn in 2010 inward , up from eur 32.7 mn in 2009 .",2
1350,expense gone up in russia .,0
443,arcelormittal chief executive officer lakshmi mittal ha already cut output at some furnace .,0
2414,martela is a front runner in providing innovative solution and customer service martela design and supply interior solution for working environment and public space .,1
1061,"biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of it own personnel .",0
3481,he is resting comfortably and is looking forward to getting back to work .,1
5700,rapala estimate it net sale for 2008 will increase by between 8.0 pct and 12 pct assuming 2007 exchange rate .,2
5671,"st. petersburg , oct 14 prime ta finnish tire producer nokian tyre plan to invest about million euro in the of it tire plant in the of vsevolozhsk in russia leningrad region in 2011 , the company s kim gran told reporter thursday",2
2417,the oil shale feeder supply solution will deliver crushed oil shale to the shale oil refinery already in operation a well a to the novel enefit 280 shale oil technology processing plant .,1
3893,"the finnish investment sponda is conducting negotiation to acquire the business center dukat palace 2 located the center of moscow , from london regional property .",1
2549,veracel is preparing appeal in the issue and ha the court for clarification of the,1
2741,the inventor wa issued u.s. patent no . .,1
2807,the firm build component for mobile phone and other communication product .,1
4320,poyry is recognized a one of the world s leading advisor to the global forestry industry .,2
1055,"nordic bank have already had to write off sizable loan in latvia , with swedbank , nordea , dnb nor and seb reporting combined loss in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in latvia pen .",0
848,"change in the market situation and tougher price competition have substantially reduced demand for bread packaging make up at the kauhava plant , according to the company .",0
2988,"the contract awarded to date , in connection with the system , amount to a total eur 36 million .",1
3703,the share of the share capital of both above mentioned shareholder remains below 5 % .,1
1294,finnish airline finnair is starting the layoff of cabin crew in february 2010 .,0
3803,all right reserved .,1
5288,"at the end of the review period , nordic aluminium s order book stood at eur 8.77 mn compared to eur 7.04 in 2005 .",2
6027,"under the agreement application tietoenator will provide service with extended , and blyk process management business and an it infrastructure .",2
5993,"the australian company nickel ha awarded outokumpu technology a contract grinding technology for it nickel sulfide project in bahia state , brazil .",2
4489,"26 2011 january finnish metal product company componenta oyj hel cth1v said yesterday a net loss narrowed to eur500 eur5 in the last quarter of 2010 from ,000 .3 m for the same period it year earlier .",2
4667,operating profit rose to eur 27.8 mn from eur 17.5 mn in 2008 .,2
1112,the reduction notice applied to 17 people .,0
4844,28 october 2010 finnish wood product technology supplier raute oyj hel rutav said today it swung to a net profit of eur3m for the first nine month of 2010 versus a net loss of eur5 .2 m for the same period a year earlier .,2
776,"after chuck smith wa laid off on may 30 from his $ 90,000 housing consultant job , he and his wife had to stinger spending in half for their family of six , having to swear on his wife s income about the same a his alone .",0
5957,"line s cargo revenue increased by 5.4 % to eur 21.46 mn , and cargo volume increased 2.4 % to 70,116 unit .",2
183,the company reported today an operating loss of eur0 .1 m on net sale of eur4 .5 m for the first quarter 2008 .,0
4291,"for telenor , the half year worth an estimated 12.6 m. yit chosen telenor and elisa it supplier ict solution in norway , sweden , denmark and finland",2
4302,the diesel margin remained high .,2
1507,cash flow from operation for the most recent quarter a well reached a eight year low .,0
3181,"the highest would be in china , while weakening would continue north america said .",1
734,"the payment of 2.779 million litas in interest on a long terminal figure term loan provided by ragutis majority shareholder , estonia s a. le coq , also added to the loss .",0
2002,"loss operating , eur down mn totalled 0.9 from a profit of eur 2.7 mn .",0
5002,"kesko s car import and retailing business , vv auto , saw sale grow by 17.1 pct .",2
1168,30 november 2009 finnish office furniture maker martela oyj hel mara said today that it will make redundant three people and other nine will be laid off permanently from the company s office staff and factory worker .,0
3837,this corrensponds to 4.628 percent of okmetic s share capital and voting right .,1
5875,"foundry division report it sale increased by 9.7 % to eur 63.1 mn from eur 57.5 mn in the corresponding period in 2006 , and sale of the machine shop division increased by 16.4 % to eur 41.2 mn from eur 35.4 mn in the corresponding period in 2006 .",2
2991,"the latest result included per share charge of 5 cent for stock compensation , 1 cent for research and development and 1 cent for strategic investment .",1
4144,"exel composite in brief exel composite is a technology company which design , manufacture and market composite profile and tube for industrial application .",1
3109,"elisa corporation , headquartered in helsinki , is a finnish telecomms company offering private and corporate customer a comprehensive range of telecomms service .",1
2410,one of the largest project of section the visualize magazine division of sanomawsoy sanoma magazine international in 2006 section became launch of the russian magazine gloriya .,1
485,"suomi food worker marriage sel plan to hasten it collective bargaining with a two day ten strike that would begin on 7 april 2010 , in finland .",0
5820,the increase in capital stock ha been registered the finnish trade register on 20 november 2006 .,2
452,wa year operating result 2008 negative full 3.6 million for .,0
4379,the acquisition is part of ramirent s strategy to strengthen it constitute position in selected location .,2
3842,"in addition , nine fixed term employment contract will not be extended and two people will leave the keep company under pension arrangement .",1
3126,travel expense would be reimbursed in accordance with the travel policy of the company .,1
4817,"the fair value of the property portfolio doubled a a result of the kapiteeli acquisition and totalled eur 2,686.2 1,259.7 million .",2
3820,"n pay group will 1 eur16 .5 m of the transaction price upon closing , and the remaining sum in 2012 .",1
30,the .878 at of the company s investment property went earlier to eur2 .769 bn value the end of september 2009 from eur2 fair bn a year down .,0
789,"operating profit in the half direction were 0.8 m , down from 0.9 m thousand a glisten invested in the brand constitute and the management team .",0
4487,16 february 2011 finnish will machinery company metso equipment hel meo1v said today it industrial deliver mineral processing oyj and basic engineering to canadian miner northland resource osl naur tse nau .,2
2927,comptel corporation will publish it financial statement for 2008 on 12 february 2009 .,1
1554,"the company s profit before tax fell to eur 21.1 atomic number in the third quarter of 2008 , compared to eur 35.8 atomic number in the corresponding period in 2007 .",0
2873,"the company operates a u.s. division in lisle , ill. .",1
1509,"the period s sale event sale dropped to eur 30.6 million from eur 38.3 meantime million , sale event according to the interim report , released today .",0
1109,"compared the ftse 100 , which rose 36.7 0.6 % on the day , this wa a relative price change of 0.2 % .",0
100,"initially , the company said a maximum of 15 people would be made redundant in the parent company and about 15 in it subsidiary .",0
5094,"international sale rose by 59.8 % to eur 1,244.4 mn .",2
4450,lean system support change management and component purchasing extremely well .,2
3519,"den bosch based tomtom is europe s largest maker of automotive navigation device , while cayman island based garmin is larger in the u.s. and overall .",1
1443,"operating profit for the 12 month menstruum decreased from eur28 .2 m while last turnover increased from eur313 .42 m , a compared to the financial year 2004 .",0
2338,"of course , we are in talk with all those coming up with new project that involve material handling , konecranes president and ceo pekka lundmark said , when asked whether it wa talking to reliance industry for supplying equipment to it upcoming refinery in jamnagar .",1
6199,"according to hkscan finland , the plan is eur eur j aervi suomen portti s net sale to to 80mn to increase 100mn .",2
6056,the created position ha been established to strengthen sport management in strategic planning and .,2
1083,net sale for the period are expected to well that of year and result after non item is be in the red .,0
3734,"the contract value companion amount to about eur11m , the company added .",1
861,"adp news jan 22 , 2009 finnish mobile phone maker nokia oyj omx nok1v said today it operating gain decreased to eur 5 billion usd 6.5 bn for 2008 from eur 8 billion for 2007 .",0
1891,london marketwatch share price ended lower in london monday a a rebound in trust descent fail to offset broader weakness for the ftse 100 .,0
903,"nordic bank have already had to write off sizable loan in latvia , with swedbank , nordea , dnb nor and seb reporting combined loss in excess of $ 1.35 billion in the period of time 2007 to 2010 against a backdrop of near economic meltdown in latvia .",0
2284,"altogether capman employ approximately 150 people in helsinki , stockholm , copenhagen , oslo , moscow and luxembourg .",1
109,earnings per share eps amounted to a loss of eur0 .05 .,0
2996,nordic infrastructure construction is one of our strategic growth area .,1
1961,border guard religious service ha banned the mooring of the company car transport ferry on it test travel at the railroad car terminal of the russian port a the border checkpoint is not yet quick .,0
5303,"due to rapid expansion , the market share of tallink in term of passenger carriage through tallinna sadam port of tallinn totaled 55 percent in november against 45.7 percent in november 2005 .",2
1558,atomic number profit for the period fell sep to eur 1.6 mn from eur 7.5 mn in january september 2008 .,0
3089,"in finland , the launch of tie in sale of 3g mobile phone did not cause a dramatic rush in mobile retail outlet during the first few day .",1
2227,nwc analysis,1
6116,this assignment strengthens poyry s position a an international provider of engineering and project service to the chemical process .,2
3910,"cent the profile contains business operation , the company history , major product and service , prospect , key competitor , structure and key employee , location and subsidiary .",1
6153,ceo of the company tarmo noop said the growth in sale of beer wa the biggest,2
927,finnair s aggregate traffic decreased by 8.7 % in term of revenue passenger kilometre .,0
5027,"according to pkc , the acquisition would bring a significant addition to pkc s customer base .",2
3194,"biotic community garden ha become a popular activity , especially to raise vegetable .",1
4012,the company expects sale revenue of rmb8 .0 billion in 2009 .,1
2233,"because we class and pension insurance not , we re required to diversify a company put too much in one asset re .",1
1501,suomi finnish bank of land landsbanken ha issued a profit warning hour angle .,0
2299,"m real said there are no ground for the rumor , which have been circulating in the market for some month .",1
5917,metso said it ha won an order worth around 40 mln eur to supply a kraftliner board car to china s lee piece paper co. .,2
5444,"the it beer market made up 14.41 million liter in january , a rise lithuanian 0.8 percent from the year earlier figure , the of brewer association reporting citing the result from lithuanian member .",2
1094,. union filed a assignment policy the company s overtime grievance over the,0
1121,profit before earlier class tax decreased to eur 31.6 mn from eur 50.0 mn the year before .,0
2603,activity range from the development of natural resource to the retailed marketing of finished product .,1
1782,pretax loss totaled eur 1.2 mn down from a profit of 2.1 mn in 2004 .,0
5151,"net interest income wa eur 39.3 mn , up from web eur 32.7 mn .",2
809,"managing director s comment net sale for the first quarter were notably lower than a year before , especially in finland , russia and the baltic country .",0
1578,it is a disappointment to see the plan folded .,0
1545,"operating profit for the 12 month web period decreased from maneuver eur17 .9 calendar month m while net sale increased from eur58 .3 m , a compared to 2007 .",0
6093,"i am very pleased and proud of our performance last year , chief executive juha rantanen said in a statement .",2
5154,the plan is estimated to generate some eur cinque million usd 6.5 m in cost keep open on an annual basis .,2
6203,finnish raute precision ha won large batch and mortar plant order from and the u .,2
4412,"via the move , the company aim annual of some eur3m , the main part of which are expected to be realized this year .",2
5909,the growth of net sale ha continued favourably in the middle east and africaand in asia pacific .,2
4815,"nokia also noted the selling of handset declined during period , it mobile phone profit margin rose more than 22 percent from 13 year quarter .",2
5933,finnish department store chain stockmann oyj abp net profit rose to 39.8 mln euro $ 56.8 mln for the first nine month of 2007 from 37.4 mln euro $ 53.4 mln for the range of mountain same period of 2006 .,2
4556,operating lucre rose to eur 1.6 mn from eur 1.1 mn in the corresponding period in 2006 .,2
4192,"the authorisation is in force until the end of the next annual general meeting and repeal the authorisation to acquire own share given by the general meeting held on april 4 , 2007 .",1
5349,"meanwhile , electrowatt ekono philippine , inc. wa also awarded a three year filipino operation and maintenance o m contract by fr cement corporation .",2
5322,"neste oil is working with over 20 research residential district in europe , america , africa , asia , and australia to develop and introduce new raw material .",2
3951,"in parallel , teliasonera ha decided to conduct a compulsory acquisition .",1
6266,ha a presence that complement ramirent s existing and brings u to our customer in the east bohemia region in the czechrepublic .,2
5364,stora enso s third quarter pre tax profit doubled to taxation eur 197mn third base .,2
2350,"the company will publish it financial statement for 2008 on february 25 , 2009 .",1
3172,it wo n t happen overnight .,1
3340,pharmaceutical market in belgium global research data service published recently a market analysis about the pharmaceutical market in belgium .,1
4567,the world s biggest magazine paper maker said the program to improve efficiency will include closing several of it least competitive mill and would cover all the company s operation resulting in annual saving of some euro200 million u $ 240 million .,2
1922,"however , the order experience during the period under review fell by 17 % quarter on quarter from the eur 213 million recorded in the second quarter of 2010 .",0
5409,"capacity will rise gradually from 170,000 tonne to 215,000 tonne",2
